Name,URL,Volume,Ring,Quadrant,shorturl,Description
Incremental developer platform,https://www.thoughtworks.com/radar/techniques/incremental-developer-platform,Oct-22,Trial,Techniques,https://tinyurl.com/2g7ez4lz,"We've been writing about developer platforms and how to build them in almost every edition of the Radar since 2017. In the meantime, the  Team Topologies  book has also done a great job of describing the ideal of a platform that supports developers with ""self-service APIs, tools, services and knowledge."" However, we often see teams shooting for too much of that platform vision too fast. Instead, building an  incremental developer platform  is key."
Infracost,https://www.thoughtworks.com/radar/tools/infracost,Oct-22,Assess,Tools,https://tinyurl.com/2jcw84vo,"We continue to see organizations move to the cloud without properly understanding how they will track ongoing spend. We previously blipped  run cost as architecture fitness function , and  Infracost  is a tool that aims to make these cloud cost trade-offs visible in Terraform pull requests. It's open-source software and available for macOS, Linux, Windows and Docker and supports pricing for AWS, GCP and Microsoft Azure out of the box. It also provides a public API that can be queried for current cost data. We remain excited by its potential, especially when it comes to gaining better cost visibility in the IDE."
io-ts,https://www.thoughtworks.com/radar/languages-and-frameworks/io-ts,Oct-22,Adopt,Languages & Frameworks,https://tinyurl.com/2ofn8vvu,"Our teams developing in  TypeScript  are finding  io-ts  invaluable, especially when interacting with APIs that ultimately result in the creation of objects with specific types. When working with TypeScript, getting data into the bounds of the type system (i.e., from the aforementioned APIs) can lead to run-time errors that can be hard to find and debug. io-ts bridges the gap between compile-time type checking and run-time consumption of external data by providing encode and decode functions. Given the experiences of our teams and the elegance of its approach, we think io-ts is worth adopting."
Hadolint,https://www.thoughtworks.com/radar/tools/hadolint,Oct-22,Trial,Tools,https://tinyurl.com/2kdwe8qh,"We like spreading the word about linting tools that actually help you find issues rather than just shortcut style disputes in the team.  Hadolint  is one of those tools "" it helps find common issues in Dockerfiles. We find it to be fast, accurate and with good documentation. It explains both how to fix an issue and why it's an issue in the first place, thus nudging Dockerfile authors toward good practices. Incidentally, Hadolint is built on top of  ShellCheck , which we recommend in its own right for checking your shell scripts."
Harness Cloud Cost Management,https://www.thoughtworks.com/radar/tools/harness-cloud-cost-management,Oct-22,Assess,Tools,https://tinyurl.com/2h57c72g,"Harness Cloud Cost Management  is a commercial tool that works across all three of the major cloud providers and their managed  Kubernetes  clusters to help visualize and manage cloud costs. The product calculates a cost efficiency score by looking at idle resources as well as resources not allocated to any workload and uses historical trends to help optimize resource allocation. The dashboards highlight cost spikes and allow a user to register unexpected anomalies, which are then fed into their reinforcement learning algorithm around anomaly detection. Cloud Cost Management can recommend adjustments to limits for memory and CPU usage, with options to optimize for either cost or performance. ""Perspectives"" allows you to group costs based on organizationally defined filters (which could correspond to business units, teams or products) and automate report distribution to bring visibility into cloud spend. We believe Cloud Cost Management offers a compelling feature set to help organizations mature their FinOps practices."
Jetpack Media3,https://www.thoughtworks.com/radar/languages-and-frameworks/jetpack-media3,Oct-22,Trial,Languages & Frameworks,https://tinyurl.com/2j7uj24h,"Android had several media APIs: Jetpack Media, also known as MediaCompat, Jetpack Media2 and ExoPlayer. Unfortunately, these libraries were developed independently, with different goals but overlapping functionality. Android developers not only had to choose which library to use, they also had to contend with writing adaptors or other connecting code when features from multiple APIs were needed.  Jetpack Media3  is an API that takes common areas of functionality from the existing APIs "" including UI, playback and media session handling "" and combines them into a merged and refined API. The player interface from ExoPlayer has also been updated, enhanced and streamlined to act as the common player interface for Media3. After an early access phase, Media3 is now in beta. Although its first release is forthcoming, we've already had positive experiences using it in apps."
JobRunr,https://www.thoughtworks.com/radar/languages-and-frameworks/jobrunr,Oct-22,Assess,Languages & Frameworks,https://tinyurl.com/2nkd3pgu,"JobRunr  is a library for background job processing in Java and an alternative to the Quartz scheduler. Our teams have enjoyed using JobRunr's built-in dashboard, which is easy to use and allows the monitoring and scheduling of background tasks. JobRunr is open source and free for commercial use; for features such as job migration and recovery, however, you need to get a paid license."
k6,https://www.thoughtworks.com/radar/tools/k6,Oct-22,Adopt,Tools,https://tinyurl.com/2md8pq9r,"Since we first mentioned it in the Radar,  k6  has become a go-to tool for performance testing. We continue to be fans of how easy it is to write JavaScript code for tests, but k6 also has a low-code  test builder  to make playing with the tool even easier. The documentation shows how easy it is to add performance testing to a pipeline across  multiple CI/CD tools . Our teams find it easy to integrate  visualization tools  like  Grafana  and New Relic, which help them tune both infrastructure and applications. The developer friendliness and ecosystem make k6 a compelling option for investigating a system's behavior under heavy load."
Kaniko,https://www.thoughtworks.com/radar/tools/kaniko,Oct-22,Trial,Tools,https://tinyurl.com/2mj7ukck,"Most of today's CI/CD pipeline tools and platforms are built on containers as runtimes. Many of our teams are using  Kaniko  to build container images from within those container-based pipelines. This comes as part of a trend away from  Docker  as the de facto standard for container runtimes. With Kaniko, you can build your images without using a Docker daemon. This helps avoid the security issue of Docker's ""privileged"" mode, which would be necessary for any ""Docker-in-Docker"" activity. Moreover, you don't have to assume that your pipeline has access to a Docker daemon in the first place, which cannot be taken for granted anymore and often requires extra configuration."
Karpenter,https://www.thoughtworks.com/radar/tools/karpenter,Oct-22,Assess,Tools,https://tinyurl.com/2ggfjx9n,"One of the fundamental capabilities of  Kubernetes  is its ability to automatically launch new pods when additional capacity is needed and shut them down when loads decrease. This horizontal autoscaling is a useful feature, but it can only work if the nodes needed to host the pods already exist. While  Cluster Autoscaler  can do some rudimentary cluster expansion triggered by pod failures, it has limited flexibility;  Karpenter , however, is an open-source  Kubernetes Operator  autoscaler with more smarts built in: it analyzes the current workloads and the pod scheduling constraints to automatically select an appropriate instance type and then start or stop it as needed. Karpenter is an operator in the spirit of tools like  Crossplane  that can provision cloud resources outside the cluster. Karpenter is an attractive companion to the autoscaling services cloud vendors provide natively with their managed Kubernetes clusters. For example, AWS now supports Karpenter as a first-class alternative in their EKS Cluster Autoscaler service."
Keptn,https://www.thoughtworks.com/radar/platforms/keptn,Oct-22,Assess,Platforms,https://tinyurl.com/2j4uz3k4,"Keptn  is a control plane for delivery and operations that relies on  CloudEvents  for instrumentation. Like one of the techniques we mentioned in  observability for CI/CD pipelines , Keptn visualizes its orchestration as traces. The declarative definition of the delivery pipeline aims to separate SRE intentions from the underlying implementation, relying on other observability, pipeline and deployment tooling to respond to the appropriate events. We're particularly excited by the idea of adding service-level objective (SLO) verifications as  architectural fitness functions  to CI/CD pipelines: Keptn lets you define service-level indicators (SLIs) as key-value pairs, with the value representing the query to your observability infrastructure. It will then evaluate the result against the defined SLOs as a  quality gate . Keptn takes the same approach to automated operations, allowing a declarative definition that specifies the intent of scaling a ReplicaSet in response to a degradation of average response time, for example. Created by Dynatrace, Keptn also integrates with  Prometheus  and Datadog."
Kotest,https://www.thoughtworks.com/radar/languages-and-frameworks/kotest,Oct-22,Adopt,Languages & Frameworks,https://tinyurl.com/2pg6c44v,"Kotest  (previously KotlinTest) is a stand-alone testing tool for the  Kotlin  ecosystem that is widely used among our teams across various Kotlin implementations "" native, JVM or JavaScript. Its key advantages are that it offers a variety of testing styles in order to structure test suites and that it comes with a comprehensive set of matchers, which allow for expressive tests in an elegant internal DSL. In addition to its support for  property-based testing , our teams like the solid IntelliJ plugin and the support community. Many of our developers consider it their first choice and recommend those who are still using JUnit in Kotlin consider switching over to Kotest."
Kusto Query Language,https://www.thoughtworks.com/radar/tools/kusto-query-language,Oct-22,Trial,Tools,https://tinyurl.com/2puj256b,"As data work becomes more common, we continue to see tools that try to enhance the SQL language;  Kusto Query Language  (KQL) is one of them. KQL was created by Azure, and it brings modularity, encapsulation, composability, reusability, extensibility and dynamism to relational querying. Our teams quite like its interactivity: you can pipe a query to the render operator and see a chart instantly. You can also combine these charts into dashboards and get insights from logs to execs in minutes. Although the KQL language is currently limited to the  Azure Data Explorer , we anticipate the move to enhance SQL to achieve better data operability will not stop."
Ladle,https://www.thoughtworks.com/radar/languages-and-frameworks/ladle,Oct-22,Trial,Languages & Frameworks,https://tinyurl.com/2ebbmuoz,"As  Storybook  grew in popularity, it became more and more of a behemoth. If all you really care about is isolating and testing your React UI components, then  Ladle  is the alternative. Ladle supports most of the Storybook API (MDX files are not supported yet) and can be used as a drop-in replacement. It is lightweight and has better integration with  Vite . It also provides simple and clean APIs that can be easily integrated with other testing frameworks."
Local-first application,https://www.thoughtworks.com/radar/techniques/local-first-application,Oct-22,Assess,Techniques,https://tinyurl.com/2mb6x9a8,"In a centralized application, the data on the server is the single source of truth "" any modification to the data must go through the server. Local data is subordinate to the server version. This seems like a natural and inevitable choice to enable collaboration among multiple users of the software.  Local-first application , or  local-first software , is a set of principles that enables both collaboration and local data ownership. It prioritizes the use of local storage and local networks over servers in remote data centers or the cloud. Techniques like conflict-free replicated data types (CRDTs) and peer-to-peer (P2P) networks have the potential to be a foundational technology for realizing local-first software."
Metrics store,https://www.thoughtworks.com/radar/techniques/metrics-store,Oct-22,Assess,Techniques,https://tinyurl.com/2n3wacuk,"Metrics store , sometimes referred to as headless business intelligence (BI), is a layer that decouples metrics definitions from their usage in reports and visualizations. Traditionally, metrics are defined inside the context of BI tools, but this approach leads to duplication and inconsistencies as different teams use them in different contexts. By decoupling the definition in the metrics store, we get clear and consistent reuse across BI reports, visualizations and even embedded analytics. This technique is not new; for example, Airbnb introduced  Minerva  a year ago. However, we're now seeing considerable traction in the data and analytics ecosystem with more tools supporting metrics stores out of the box."
NestJS,https://www.thoughtworks.com/radar/languages-and-frameworks/nestjs,Oct-22,Adopt,Languages & Frameworks,https://tinyurl.com/2kk54674,"In the past, we've cautioned about  Node overload , and we're still cautious about the reasons to choose it. However, in scenarios where Node.js is required to build back-end applications, our teams are reporting that  NestJS  is a suitable option to enable developers to create testable, scalable, loosely coupled and easily maintainable applications in enterprises. NestJS is a  TypeScript -first framework that makes the development of Node.js applications safer and less error-prone. NestJS is opinionated and comes with SOLID principles and an  Angular -inspired architecture out of the box."
Observability for CI/CD pipelines,https://www.thoughtworks.com/radar/techniques/observability-for-ci-cd-pipelines,Oct-22,Trial,Techniques,https://tinyurl.com/2nhcaogs,"Observability practices have shifted the conversation from monitoring for well-understood problems to helping troubleshoot unknown problems in distributed systems. We've seen success taking that perspective outside of the traditional production environment by applying  observability for CI/CD pipelines  to help optimize testing and deployment bottlenecks. Complex pipelines create developer friction when they run too slow or suffer from nondeterminism, reducing important feedback loops and hindering developer effectiveness. Additionally, their role as critical deployment infrastructure creates stress points during periods of rapid deployments, as happened to several organizations responding to the recent log4shell vulnerability. The concept of traces translates nicely to pipelines: instead of capturing the cascade of service calls, child spans capture information about each stage of the build. The same waterfall charts used to analyze a call flow in a distributed architecture can also be effective in helping us to identify bottlenecks in pipelines, even complex ones with fan-in and fan-out. This enables far more focused optimization efforts. While the technique should work with any tracing tool,  Honeycomb  supports a tool called  buildevents  that helps capture pipeline trace information. An alternative approach of capturing information already exposed by CI/CD platforms, taken by the open-source  buildviz  (built and maintained by a Thoughtworker), allows for a similar investigation without changing the step configurations themselves."
Online services for formatting or parsing code,https://www.thoughtworks.com/radar/tools/online-services-for-formatting-or-parsing-code,Oct-22,Hold,Tools,https://tinyurl.com/2pj7op2s,"We previously called out  production data in test environments  and now want to highlight another common practice that needs to be approached with care or even stopped entirely:  online services for formatting or parsing code . There are many useful sites for formatting or parsing formats such as JSON and YAML, as well as sites that assess code tutorials or produce online code metrics. Great care is needed when using these. Pasting a block of JavaScript, JSON or similar into an unknown website can easily create security and privacy issues and might unknowingly export personal data into a different jurisdiction. These sites should never be used with production data and should be approached with caution in all other circumstances."
OpenMetadata,https://www.thoughtworks.com/radar/platforms/openmetadata,Oct-22,Assess,Platforms,https://tinyurl.com/2j6a6taz,"Undoubtedly,  data discoverability  has become a very important focal point for companies since it is an enabler for data to be shared and used efficiently by different people. We've included platforms such as  DataHub  and  Collibra  in previous editions of the Radar. However, our teams are constantly assessing options in this space and have recently shown interest in  OpenMetadata , a platform dedicated to metadata management by using open standards. Our teams like this open-source platform because it improves the development experience due to its simple architecture, easy deployment with a focus on automation and strong focus on data discoverability."
OrioleDB,https://www.thoughtworks.com/radar/platforms/orioledb,Oct-22,Assess,Platforms,https://tinyurl.com/2q56b7zp,"OrioleDB  is a new storage engine for PostgreSQL. Our teams use PostgreSQL a lot, but its storage engine was originally designed for hard drives. Although there are several options to tune for modern hardware, it can be difficult and cumbersome to achieve optimal results. OrioleDB addresses these challenges by implementing a cloud-native storage engine with explicit support for solid-state drives (SSDs) and nonvolatile random-access memory (NVRAM). To try the new engine, first install the enhancement patches to the current  table access methods  and then install OrioleDB as a PostgreSQL extension. We believe OrioleDB has great potential to address several  long-pending issues in PostgreSQL , and we encourage you to carefully assess it."
Path-to-production mapping,https://www.thoughtworks.com/radar/techniques/path-to-production-mapping,Oct-22,Adopt,Techniques,https://tinyurl.com/2qx3c9gw,"Although  path-to-production mapping  has been a near-universal practice at Thoughtworks since codifying  Continuous Delivery , we often come across organizations unfamiliar with the practice. The activity is most often done in a workshop with a cross-functional group of people "" that includes everyone involved in designing, developing, releasing and operating the software "" around a shared whiteboard (or virtual equivalent). First, the steps in the process are listed in order, from the developer workstation all the way to production. Then, a facilitated session is used to capture further information and pain points. The most common technique we see is based on  value-stream mapping , although plenty of  process map  variants are equally valuable. The activity is often eye-opening for many of the participants, as they identify delays, risks and inconsistencies and continue to use the visual representation for the continuous improvement of the build and deploy process. We consider this technique so foundational that we were surprised to discover we hadn't blipped it before."
React Query,https://www.thoughtworks.com/radar/languages-and-frameworks/react-query,Oct-22,Adopt,Languages & Frameworks,https://tinyurl.com/2kkscuwk,"React Query  is often described as the missing data-fetching library for  React . Fetching, caching, synchronizing and updating server state is a common requirement in many React applications, and although the requirements are well understood, getting the implementation right is notoriously difficult. React Query provides a straightforward solution using hooks. It works hand-in-hand with existing async data-fetching libraries like  axios ,  Fetch  and  GraphQL  since they are built on promises. As an application developer, you simply pass a function that resolves your data and leave everything else to the framework. We like that it works out of the box but still offers a lot of configuration when needed. The developer tools, unfortunately not yet available for  React Native , also help developers new to the framework understand how it works. For React Native, you can use a  third-party developer tools plugin  utilizing  Flipper . In our experience, version 3 of React Query brought the stability needed to be used in production with our clients."
Retool,https://www.thoughtworks.com/radar/platforms/retool,Oct-22,Trial,Platforms,https://tinyurl.com/2n7lf8g8,"In previous editions, we've recommended assessing  bounded low-code platforms  as a method for applying low-code solutions to specific use cases in very limited domains. We've seen some traction in this space, specifically with  Retool , a low-code platform that our teams use to build solutions for internal users, predominantly to query and visualize data. It allows them to produce non-business-critical read-only solutions faster. The main reported benefits of Retool are its UI components and its ability to be integrated quickly and easily with common data sources."
"Satellite workers without ""remote native""",https://www.thoughtworks.com/radar/techniques/satellite-workers-without-remote-native,Oct-22,Hold,Techniques,https://tinyurl.com/2zhbg8ws,"The term ""remote team setup"" does not just describe one setup; it encompasses multiple  patterns and flavors . And many teams have been changing patterns recently. They're coming out of the ""everybody always remote"" mode that was forced on them by a pandemic and moving into a pattern of (often rotating) satellite workers, where part of the team is co-located and part of the team is remote. We see many of them failing to properly consider what this means for their ways of working.  Satellite workers without ""remote native""  ways of working is a slip back into privileging co-located practices. In a setup with satellite workers, it's important to still  use ""remote native"" processes and approaches by default . For example, if the co-located part of the team joins a meeting together, they should still all be on their individual laptops to participate in digital collaboration or meeting chat. Teams need to be aware of the risk of excluding their satellite workers and creating silos and feelings of exclusion. If you know that you'll always have at least one satellite team member, the default ways of working should assume remoteness."
Seldon Core,https://www.thoughtworks.com/radar/platforms/seldon-core,Oct-22,Trial,Platforms,https://tinyurl.com/2q5lyael,"Seldon Core  is an open-source platform to package, deploy, monitor and manage machine learning models in  Kubernetes  clusters. With out-of-the-box support for several machine-learning frameworks, you can easily containerize your models using  prepackaged inference servers ,  custom inference servers  or  language wrappers . With distributed tracing through  Jaeger  and model explainability via  Alibi , Seldon Core addresses several last-mile delivery challenges with machine learning deployments, and our data teams like it."
Server-driven UI,https://www.thoughtworks.com/radar/techniques/server-driven-ui,Oct-22,Assess,Techniques,https://tinyurl.com/2hl6gdst,"Server-driven UI  continues to be a hot topic of discussion in mobile circles because it offers the potential for developers to take advantage of faster change cycles without falling foul of an app store's policies around revalidation of the mobile app itself. Server-driven UI separates the rendering into a generic container in the mobile app while the structure and data for each view is provided by the server. This means that changes that once required a round trip to an app store can now be accomplished via simple changes to the responses the server sends. While some very large mobile app teams have had great success with this technique, it also requires a substantial investment in building and maintaining a complex proprietary framework. Such an investment requires a compelling business case. Until the case is made, it might be best to proceed with caution; indeed, we've experienced some horrendous, overly configurable messes that didn't actually deliver on the promised benefits. But with the backing of behemoths such as Airbnb and Lyft, we may very well see some useful frameworks emerge that help tame the complexity. Watch this space."
SLIs and SLOs as code,https://www.thoughtworks.com/radar/techniques/slis-and-slos-as-code,Oct-22,Assess,Techniques,https://tinyurl.com/2fcxxdus,"Since Google first popularized service-level indicators (SLIs) and service-level objectives (SLOs) as part of their site reliability engineering (SRE) practice, observability tools like  Datadog ,  Honeycomb  and  Dynatrace  started incorporating SLO monitoring into their toolchains.  OpenSLO  is an emerging standard that allows defining  SLIs and SLOs as code , using a declarative, vendor-neutral specification language based on the YAML format used by  Kubernetes . While the standard is still quite new, we're seeing some encouraging momentum, as with Sumo Logic's contribution of the  slogen  tool to generate monitoring and dashboards. We're excited by the promise of versioning SLI and SLO definitions in code and updating observability tooling as part of the CI/CD pipeline of the service being deployed."
SLSA,https://www.thoughtworks.com/radar/techniques/slsa,Oct-22,Trial,Techniques,https://tinyurl.com/2ptdrlmp,"As software continues to grow in complexity, the threat vector of software dependencies becomes increasingly challenging to guard against. Supply chain Levels for Software Artifacts, or  SLSA  (pronounced ""salsa""), is a consortium-curated set of guidance for organizations to protect against supply chain attacks, evolved from internal guidance Google has been using for years. We appreciate that SLSA doesn't promise a ""silver bullet,"" tools-only approach to securing the supply chain, but it does provide a checklist of concrete threats and practices along a maturity model. The  threat model  is easy to follow with real-world examples of attacks, and the  requirements  provide guidance to help organizations prioritize actions based on levels of increasing robustness to improve their supply chain security posture. Since we first mentioned it in the Radar, SLSA has added more detail around  software attestations  with examples to track concerns like  build provenance . Our teams have found SLSA to strike a nice balance between implementation guidance and higher-level awareness around supply chain threats."
Soda Core,https://www.thoughtworks.com/radar/tools/soda-core,Oct-22,Assess,Tools,https://tinyurl.com/2jkx58pl,"Soda Core  is an open-source data quality and observability tool. We talked about  Great Expectations  previously in the Radar, and Soda Core is an alternative with a key difference "" you express the data validations in a DSL called  SodaCL  (previously called  Soda SQL ) as opposed to Python functions. Once the validations are written, it can be executed as part of a  data pipeline  or  scheduled to run programmatically . As we become increasingly data-driven, it's critical to maintain data quality, and we encourage you to assess Soda Core."
Software Bill of Materials,https://www.thoughtworks.com/radar/techniques/software-bill-of-materials,Oct-22,Trial,Techniques,https://tinyurl.com/2hpr5m3v,"With continued pressure to keep systems secure and no reduction in the general threat landscape, a machine-readable  Software Bill of Materials  (SBOM) may help teams stay on top of security problems in the libraries that they rely on. Since the original  Executive Order  was published, the industry has gained clarity and understanding of what an SBOM is and how to create one; the National Institute of Standards and Technology (NIST), for example, now has more  specific advice  on how to comply with the order. We've had production experience using SBOMs on projects ranging from small companies to large multinationals and even government departments, and we're convinced they provide a benefit. More organizations and governments should consider requiring SBOMs for the software they use. The technique will be strengthened by the new tools that continue to emerge, such as the  Firebase Android BOM  that automatically aligns an application's library dependencies to those listed in the BOM."
Soketi,https://www.thoughtworks.com/radar/languages-and-frameworks/soketi,Oct-22,Assess,Languages & Frameworks,https://tinyurl.com/2nllkpnt,"Soketi  is an open-source WebSockets server. If your application is compatible with the  Pusher  protocol, you can plug Soketi in directly as it fully implements the  Pusher Protocol v7 . We find the  beta support  for Cloudflare Workers particularly interesting because it opens the door to using WebSockets at the network edge."
SPA by default,https://www.thoughtworks.com/radar/techniques/spa-by-default,Oct-22,Hold,Techniques,https://tinyurl.com/2mfqqkvm,"The prevalence of teams choosing a single-page application (SPA) when they need a website continues. We remain concerned that people aren't properly recognizing SPAs as an architectural style to begin with; instead they're immediately jumping into framework selection. SPAs incur complexity that simply doesn't exist with traditional server-based websites: issues such as search engine optimization, browser history management, web analytics and first page load time all need to be addressed. Proper analysis and consideration of the trade-offs is required to determine if that complexity is warranted for business or user experience reasons. Too often teams are skipping that trade-off analysis, blindly accepting the complexity of  SPAs by default  even when business needs don't justify it. We still see some developers who aren't aware of an alternative approach because they've spent their entire career in a framework like React. We believe that many websites will benefit from the simplicity of server-side logic, and we're encouraged by techniques like  Hotwire  that help close the gap on user experience."
Spectral,https://www.thoughtworks.com/radar/tools/spectral,Oct-22,Trial,Tools,https://tinyurl.com/2ktvpa96,"Spectral  is a JSON/YAML linter with an emphasis on OpenAPI and AsyncAPI specifications. It ships with a comprehensive set of out-of-the-box rules for these specs that can save developers headaches when designing and implementing APIs or event-driven collaboration. These rules check for proper API parameter specifications or the existence of a license statement in the spec, among other things. The  CLI  makes it easy to incorporate Spectral into both local development and CI/CD pipelines, and the  JavaScript API  supports more advanced use cases. The  GitHub site  links to publicly available real-world rule sets from companies like Adidas, giving teams a head start on adopting their own linting rules."
Stable Diffusion,https://www.thoughtworks.com/radar/languages-and-frameworks/stable-diffusion,Oct-22,Assess,Languages & Frameworks,https://tinyurl.com/2z62qydx,"OpenAI's  DALL·E  caught everyone's attention with its ability to create  images from text prompts . Now,  Stable Diffusion  offers the same capability but, critically, it's open source. Anyone with access to a powerful graphics card can experiment with the model, and anyone with  sufficient  compute resources can recreate the model themselves. The results are  astounding  but also raise significant questions. For example, the model is trained on image-text pairs obtained via a  broad scrape of the internet  and therefore will reflect societal biases, which means it could possibly produce content that is illegal, upsetting, or at the very least undesirable. Stable Diffusion now includes an AI-based  safety classifier ; however, given its open-source nature, people can disable the classifier. Finally, artists have noted that with the right prompts the model is adept at mimicking their artistic style. This raises questions about the ethical and legal implications of an AI capable of imitating an artist."
Styra Declarative Authorization Service,https://www.thoughtworks.com/radar/tools/styra-declarative-authorization-service,Oct-22,Trial,Tools,https://tinyurl.com/2nm3n5qs,"Styra Declarative Authorization Service  (DAS) is a governance and automation tool for managing  Open Policy Agent (OPA)  at scale. Built by the creators of OPA, the tool allows us to deploy policies across ""systems,"" including  Kubernetes  clusters, infrastructure code repositories, namespaces and more. Most importantly, it allows for real-time analysis of decisions made by an OPA agent, along with replayability for debugging and investigating what-if scenarios for policy changes. It also comes with an audit log that can help security teams with historical reporting."
Superficial cloud native,https://www.thoughtworks.com/radar/techniques/superficial-cloud-native,Oct-22,Hold,Techniques,https://tinyurl.com/2zkbh7h8,"The term ""cloud native"" was originally used to describe architectures with characteristics that took maximum advantage of public cloud hosting. Examples include distributed architectures composed of many small, stateless and collaborating processes, and systems with high levels of automation for building, testing and deploying applications. However, we've noticed a growing trend toward  superficial cloud native  designs that simply use a lot of a cloud vendor's proprietary services and stop there without revisiting the fundamentally monolithic, brittle or toil-intensive nature of the application. It's important to remember that serverless functions by themselves don't make an application more resilient or easier to maintain and that cloud native is really a matter of design rather than a set of implementation choices."
Svelte,https://www.thoughtworks.com/radar/languages-and-frameworks/svelte,Oct-22,Trial,Languages & Frameworks,https://tinyurl.com/2eg8k62w,"Among web component frameworks,  Svelte  stands out by moving reactivity out of the browser and into the compiler. Instead of optimizing DOM updates by using a virtual DOM and browser optimization tricks, Svelte compiles your code into vanilla framework-less JavaScript code that surgically updates the DOM directly. In addition to the run-time performance benefits, this also allows Svelte to optimize the amount of code the browser has to download without sacrificing features for developers; moreover, it's proven to be performant and battery-friendly for mobile web applications as less code has to execute in the browser itself. Performance benefits aside, our teams have appreciated its friendly learning curve and the maintenance benefits that come from  writing less code . Svelte itself is only the component framework, but  SvelteKit  adds features to build full web applications."
Swift Package Manager,https://www.thoughtworks.com/radar/languages-and-frameworks/swift-package-manager,Oct-22,Adopt,Languages & Frameworks,https://tinyurl.com/2dtgtryf,"When introduced in 2014, Swift didn't come with a package manager. Later,  Swift Package Manager  was created as an official Apple open-source project, and this solution has continued to develop and mature. Our teams rely increasingly on SwiftPM because most packages can be included through it and the processes for both creators and consumers of packages have been streamlined. In the previous Radar, we recommended trialing, but we now believe it makes sense to select it as the default when starting new projects. For existing projects using tools like CocoaPods or  Carthage , it might be worth a quick experiment to gauge the level of effort to migrate and to check whether all dependencies are available."
Synthetic data for testing models,https://www.thoughtworks.com/radar/techniques/synthetic-data-for-testing-models,Oct-22,Assess,Techniques,https://tinyurl.com/2lk9b8n6,"During our discussions for this edition of the Radar, several tools and applications for synthetic data generation came up. As the tools mature, we've found that using  synthetic data for testing models  is a powerful and broadly useful technique. Although not intended as a substitute for real data in validating the discrimination power of machine-learning models, synthetic data can be used in a variety of situations. For example, it can be used to guard against catastrophic model failure in response to rarely occurring events or to test data pipelines without exposing personally identifiable information. Synthetic data is also useful for exploring edge cases that lack real data or for identifying model bias. Some helpful tools for generating data include  Faker  or  Synth , which generate data that conforms to desired statistical properties, and tools like  Synthetic Data Vault  that can generate data that mimics the properties of an input data set."
Synthetic Data Vault,https://www.thoughtworks.com/radar/languages-and-frameworks/synthetic-data-vault,Oct-22,Assess,Languages & Frameworks,https://tinyurl.com/2m85tjgv,"Synthetic Data Vault (SDV)  is a synthetic data generation ecosystem of libraries that can learn the distribution of a data set to generate synthetic data with the same format and statistical properties as the source. In the past, we talked about the downsides of using  production data in test environments . However, the nuances of data distribution in production can hardly be replicated manually, resulting in defects and surprises. We believe SDV and similar tools can address this gap by generating production-like data for  single-table ,  complex multi-table  and  multivariate timeseries  data. Although SDV isn't new, we quite like it and decided to highlight it."
Team cognitive load,https://www.thoughtworks.com/radar/techniques/team-cognitive-load,Oct-22,Adopt,Techniques,https://tinyurl.com/2kw5xnjv,"Team interaction is a key concept when redesigning an organization for business agility and speed. These interactions will be reflected in the software being built (see  Conway's Law ) and indicate how effectively teams can autonomously deliver value to their customers. Our advice is to be intentional about how teams are designed and how they interact. Because we believe that organizational design and team interactions evolve over time, we think it's particularly important to measure and keep track of the  team cognitive load , which indicates how easy or difficult teams find building, testing and maintaining their services. We've been using a  template  to assess team cognitive load that is based on ideas by the authors of the  Team Topologies  book."
Teleport,https://www.thoughtworks.com/radar/platforms/teleport,Oct-22,Trial,Platforms,https://tinyurl.com/2of5ubev,"Teleport  is a tool for  zero trust  network access to infrastructure. Traditional setups require complex policies or jump servers to restrict access to critical resources. Teleport, however, simplifies this with a unified access plane and with fine-grained authorization controls that replace jump servers, VPNs or shared credentials. Implemented as a single binary with out-of-the-box support for several protocols (including SSH, RDP,  Kubernetes  API, MySQL,  MongoDB  and PostgreSQL wire protocols), Teleport makes it easy to set up and manage secured access across Linux, Windows or Kubernetes environments. Since we first mentioned it in the Radar, a few teams have used Teleport and our overall positive experience prompted us to highlight it."
Teller,https://www.thoughtworks.com/radar/tools/teller,Oct-22,Assess,Tools,https://tinyurl.com/2p63awg6,"Teller  is an open-source universal secret manager for developers that ensures the correct environment variables are set when starting an application. However, it's not a vault itself "" it's a CLI tool that connects to a variety of sources, ranging from cloud secrets providers to third-party solutions like  HashiCorp Vault  to local environment files. Teller has additional functionality to scan for vault-kept secrets in your code, to redact secrets from logs, to detect drift between secrets providers and to sync between them. Given the sensitivity of accessing secrets, we can't emphasize enough the need to secure the supply chain for open-source dependencies, but we appreciate how easy the CLI is to use in local development environments, CI/CD pipelines and deployment automation."
